transaction_id,customer_id,amount,transaction_type,merchant_category,transaction_hour,day_of_week,customer_age,gender,city,account_tenure_days,avg_monthly_balance,credit_score,num_previous_disputes,is_new_device,is_foreign_transaction,distance_from_home_km,time_since_last_txn_hrs,daily_transaction_count,failed_txn_last_7days,is_high_risk_merchant,num_cards_linked,login_attempts_today,is_weekend,is_odd_hour,balance_to_amount_ratio,fraud_risk_score
TXN0001348,CUST00521,1311.59,IMPS,healthcare,4,6,73,Female,Pune,1228,46217.84,527,0,0,0,5.9,5.19,6,0,0,1,1,1,1,35.2112,0.0613
TXN0001349,CUST02600,2159.59,NEFT,electronics,11,5,19,Male,Ahmedabad,2345,21811.71,436,0,0,0,1.5,6.96,2,0,0,1,1,1,0,10.0953,0.0
TXN0001350,CUST00237,7088.61,Card,grocery,17,3,32,Female,Hyderabad,3259,25129.88,837,0,0,0,14.6,41.77,2,1,0,1,1,0,0,3.5446,0.0
TXN0001351,CUST01305,4366.17,NEFT,grocery,16,4,40,Female,Bangalore,2098,42333.44,300,0,0,0,23.9,8.14,1,2,0,1,1,0,0,9.6936,0.0
TXN0001352,CUST01782,5839.81,UPI,electronics,22,0,36,Female,Chennai,202,21064.68,452,0,0,0,29.2,16.78,3,0,0,4,1,0,0,3.6065,0.0012
TXN0001353,CUST01302,4185.23,IMPS,electronics,22,0,50,Male,Chennai,423,44120.43,387,0,0,0,21.9,0.18,3,0,0,3,1,0,0,10.5394,0.1068
TXN0001354,CUST02542,5753.62,UPI,unknown,23,4,23,Female,Pune,3230,24109.67,853,1,0,0,1.9,16.9,4,0,0,4,1,0,0,4.1896,0.0725
TXN0001355,CUST02052,14.23,UPI,travel,9,2,67,Female,Kolkata,2213,36800.86,375,1,0,0,8.1,1.2,4,0,0,4,1,0,0,2416.3401,0.1149
TXN0001356,CUST02714,13360.87,NEFT,dining,5,5,36,Male,Kolkata,1327,32802.42,535,0,0,0,0.1,18.94,1,0,0,3,1,1,1,2.4549,0.1262
TXN0001357,CUST00442,587.84,Card,healthcare,16,0,47,Male,Delhi,1150,16721.22,550,0,1,0,31.5,30.07,1,2,0,2,1,0,0,28.3969,0.1725
TXN0001358,CUST02077,2606.48,NEFT,healthcare,7,2,39,Female,Mumbai,3054,29089.77,698,0,0,0,1.8,3.2,3,0,0,2,2,0,0,11.1563,0.0
TXN0001359,CUST02658,7371.0,UPI,travel,1,1,20,Female,Chennai,313,29637.45,392,0,0,0,18.4,3.9,1,1,1,2,1,0,1,4.0203,0.1116
TXN0001360,CUST00805,2856.69,ATM,grocery,11,2,22,Female,Kolkata,2948,30238.37,621,2,0,0,8.4,19.81,6,1,0,2,1,0,0,10.5814,0.0351
TXN0001361,CUST00075,14672.49,NEFT,electronics,2,0,47,Female,Kolkata,262,46674.13,826,1,0,0,12.4,18.43,5,0,0,3,1,0,1,3.1808,0.0977
TXN0001362,CUST02886,3151.7,UPI,travel,23,5,20,Male,Mumbai,2959,31407.68,453,0,0,1,6.9,18.9,6,1,0,3,1,1,0,9.9622,0.1836
TXN0001363,CUST02176,10394.78,NEFT,entertainment,19,5,56,Female,Hyderabad,621,23800.63,717,1,0,0,26.9,19.8,1,0,0,2,1,1,0,2.2895,0.1036
TXN0001364,CUST02090,8325.5,UPI,entertainment,20,2,56,Male,Chennai,941,14338.54,819,0,0,0,8.0,5.08,3,0,0,1,1,0,0,1.722,0.0
TXN0001365,CUST01380,19812.98,NEFT,dining,22,6,45,Female,Delhi,594,25867.11,364,0,0,0,25.1,36.03,2,0,0,4,1,1,0,1.3055,0.2079
TXN0001366,CUST00041,13055.6,Card,healthcare,6,1,18,Male,Delhi,2897,19832.16,555,1,0,0,9.7,27.45,4,0,0,2,1,0,0,1.5189,0.0939
TXN0001367,CUST02982,11419.99,Card,healthcare,0,4,39,Female,Hyderabad,444,16550.62,442,0,0,0,10.5,1.64,1,0,0,2,1,0,1,1.4491,0.1306
TXN0001368,CUST02082,6576.47,UPI,unknown,16,0,62,Male,Mumbai,2529,24016.04,495,0,1,0,15.8,0.52,4,0,0,2,2,0,0,3.6513,0.1038
TXN0001369,CUST01701,2286.41,UPI,healthcare,7,5,62,Male,Bangalore,612,10724.57,750,0,0,0,11.4,30.01,2,1,0,1,1,1,0,4.6885,0.0
TXN0001370,CUST01402,560.95,UPI,grocery,9,1,64,Female,Hyderabad,1643,4753.88,853,0,0,0,17.9,2.9,2,0,0,4,1,0,0,8.4596,0.0023
TXN0001371,CUST00588,5834.11,UPI,grocery,16,3,68,Female,Bangalore,857,27725.57,429,0,0,0,50.0,16.22,4,0,0,1,2,0,0,4.7515,0.0178
TXN0001372,CUST01623,19234.47,UPI,travel,15,4,56,Female,Delhi,627,49117.26,702,0,0,0,9.0,13.03,4,0,0,1,1,0,0,2.5535,0.3386
TXN0001373,CUST00342,6484.18,UPI,dining,9,4,34,Male,Delhi,1948,34404.85,601,0,0,0,24.8,15.49,4,0,1,4,3,0,0,5.3051,0.0724
TXN0001374,CUST02075,13206.35,UPI,dining,14,6,59,Female,Kolkata,2381,16338.88,660,1,1,0,41.3,11.54,4,0,0,1,2,1,0,1.2371,0.2471
TXN0001375,CUST00646,8155.98,Card,electronics,15,6,68,Female,Chennai,2336,33741.96,638,0,1,0,1.7,4.05,1,0,0,3,4,1,0,4.1366,0.1794
TXN0001376,CUST00731,890.34,NEFT,healthcare,17,0,45,Male,Delhi,1968,52066.6,548,0,0,0,16.3,10.82,1,0,0,3,3,0,0,58.4138,0.0
TXN0001377,CUST00168,1433.1,UPI,electronics,3,1,67,Male,Ahmedabad,1427,20140.02,383,0,0,0,2.5,9.11,2,1,0,2,1,0,1,14.0437,0.1359
TXN0001378,CUST00610,2091.73,NEFT,unknown,6,5,47,Female,Kolkata,2079,12264.81,547,0,0,0,31.0,4.39,3,0,0,3,1,1,0,5.8607,0.022
TXN0001379,CUST02316,921.18,UPI,travel,11,6,57,Male,Ahmedabad,3004,31098.83,485,0,0,0,9.3,5.13,2,1,0,1,1,1,0,33.7232,0.0
TXN0001380,CUST01773,4357.2,Card,grocery,22,5,25,Male,Kolkata,3628,44832.95,720,0,0,0,14.3,12.5,5,0,0,1,1,1,0,10.287,0.0934
TXN0001381,CUST02041,18535.32,NEFT,grocery,11,3,44,Male,Kolkata,2455,28299.94,769,0,0,0,15.2,21.68,2,0,0,1,1,0,0,1.5267,0.2237
TXN0001382,CUST02869,7166.07,UPI,grocery,22,5,58,Male,Mumbai,1512,24524.9,503,0,0,0,17.5,10.83,1,0,0,3,1,1,0,3.4219,0.0022
TXN0001383,CUST00455,2752.92,UPI,grocery,20,1,62,Male,Delhi,2075,20246.84,439,0,1,0,77.8,6.91,1,0,0,3,3,0,0,7.352,0.113
TXN0001384,CUST02954,22.57,UPI,entertainment,0,5,42,Male,Pune,502,15164.96,778,0,0,1,14.3,1.57,1,0,0,4,3,1,1,643.4009,0.2072
TXN0001385,CUST01709,1879.11,Card,grocery,20,2,30,Female,Kolkata,641,18293.94,416,2,0,1,27.7,0.22,1,1,0,3,1,0,0,9.7302,0.2853
TXN0001386,CUST02970,3740.76,IMPS,healthcare,23,5,51,Female,Chennai,1174,23388.0,655,0,1,0,75.1,1.1,5,2,0,3,1,1,0,6.2505,0.1621
TXN0001387,CUST00702,1959.67,UPI,electronics,11,0,56,Female,Hyderabad,1928,44309.06,453,0,0,0,28.8,0.85,6,1,1,4,1,0,0,22.5989,0.0084
TXN0001388,CUST02682,588.49,Card,grocery,22,2,24,Female,Ahmedabad,1349,500.0,519,0,0,0,35.9,2.16,3,1,0,1,1,0,0,0.8482,0.1185
TXN0001389,CUST01600,2923.84,UPI,healthcare,6,5,69,Female,Pune,2328,49114.01,300,0,0,0,0.9,28.1,3,0,1,4,4,1,0,16.792,0.0648
TXN0001390,CUST00130,1460.14,UPI,travel,14,5,39,Female,Chennai,3361,35417.94,437,0,1,0,4.2,1.96,2,0,1,4,3,1,0,24.2399,0.2464
TXN0001391,CUST01846,11997.26,UPI,dining,1,5,50,Female,Hyderabad,2820,21907.84,514,0,0,0,22.7,2.58,4,0,0,1,1,1,1,1.8259,0.0498
TXN0001392,CUST01387,536.56,ATM,electronics,0,2,63,Female,Chennai,576,30394.07,718,0,0,0,46.4,11.38,2,0,0,4,2,0,1,56.5408,0.1297
TXN0001393,CUST02867,252.01,NEFT,grocery,3,5,55,Male,Delhi,2876,17093.81,864,0,0,0,1.3,9.29,2,0,0,4,1,1,1,67.5618,0.0264
TXN0001394,CUST00693,26.64,IMPS,electronics,7,6,48,Female,Bangalore,905,45901.72,680,0,0,0,33.2,21.72,2,2,0,4,1,1,0,1660.699,0.0268
TXN0001395,CUST01395,1988.0,NEFT,travel,16,4,62,Female,Pune,1578,10953.21,813,0,0,0,4.1,3.13,3,0,0,2,1,0,0,5.5069,0.0598
TXN0001396,CUST00794,5399.74,UPI,grocery,17,5,50,Male,Mumbai,1997,10289.28,703,0,1,0,11.8,7.93,2,0,0,4,1,1,0,1.9052,0.21
TXN0001397,CUST00029,6554.33,Card,dining,22,6,70,Male,Bangalore,202,31948.37,468,0,0,0,37.1,1.39,3,0,0,4,2,1,0,4.8736,0.0
TXN0001398,CUST00149,3018.92,IMPS,healthcare,4,4,69,Female,Mumbai,2620,26375.47,328,1,0,0,3.8,10.62,5,0,0,1,1,0,1,8.7338,0.073
TXN0001399,CUST01320,5765.27,ATM,grocery,5,2,39,Male,Delhi,3434,25896.48,339,0,0,0,21.3,11.06,2,0,0,1,1,0,1,4.491,0.0
TXN0001400,CUST02059,2230.76,Card,unknown,11,5,44,Female,Ahmedabad,3379,22183.99,427,0,0,0,35.4,22.59,3,1,0,1,1,1,0,9.9401,0.0293
TXN0001401,CUST02724,5510.18,UPI,grocery,23,6,44,Male,Pune,3059,17887.55,734,2,0,0,19.7,4.81,6,1,1,4,1,1,0,3.2457,0.1704
TXN0001402,CUST01137,207.22,UPI,healthcare,15,1,38,Female,Ahmedabad,2425,21645.82,864,0,0,1,0.6,4.24,5,1,1,3,1,0,0,103.9565,0.1748
TXN0001403,CUST00187,2477.66,UPI,healthcare,8,6,70,Male,Kolkata,2113,37043.06,623,1,0,1,21.3,36.52,5,0,0,3,3,1,0,14.9448,0.2544
TXN0001404,CUST02855,7823.51,NEFT,electronics,14,0,52,Male,Chennai,534,37794.52,549,0,0,0,4.0,7.18,4,0,1,2,3,0,0,4.8303,0.0231
TXN0001405,CUST02792,8122.91,IMPS,unknown,7,5,64,Female,Chennai,2326,34095.15,595,0,0,0,4.0,4.1,2,0,0,1,1,1,0,4.1969,0.008
TXN0001406,CUST01251,6296.53,Card,travel,11,0,67,Female,Kolkata,1498,18819.52,528,0,0,0,9.9,11.18,2,2,0,1,2,0,0,2.9884,0.0207
TXN0001407,CUST01334,1142.28,ATM,grocery,13,1,72,Female,Hyderabad,3520,13334.12,448,1,0,1,29.6,1.85,5,0,0,4,1,0,0,11.663,0.21
TXN0001408,CUST00098,1419.81,UPI,dining,16,2,27,Female,Bangalore,3455,43073.69,762,0,0,0,2.1,5.86,5,0,0,4,1,0,0,30.3163,0.0159
TXN0001409,CUST00055,27719.46,Card,unknown,13,0,64,Female,Mumbai,1048,8718.0,588,0,0,0,13.3,7.37,1,0,0,2,2,0,0,0.3145,0.2863
TXN0001410,CUST02671,545.6,ATM,healthcare,19,5,45,Male,Kolkata,3614,22791.88,540,1,0,1,44.0,25.78,4,1,0,4,1,1,0,41.6975,0.1739
TXN0001411,CUST02712,996.3,NEFT,electronics,4,4,57,Male,Chennai,40,26703.23,503,0,0,0,13.2,15.57,1,0,0,4,1,0,1,26.7755,0.0
TXN0001412,CUST00758,696.46,NEFT,dining,12,3,54,Female,Delhi,3153,56951.5,495,0,0,0,7.5,5.95,1,1,0,2,1,0,0,81.6556,0.0
TXN0001413,CUST00406,1984.92,Card,grocery,5,4,58,Male,Chennai,1943,25145.67,850,0,0,0,6.5,7.51,4,0,0,3,1,0,1,12.662,0.1021
TXN0001414,CUST02117,1179.72,Card,travel,13,1,50,Male,Hyderabad,2698,31931.79,765,0,0,0,88.7,34.21,3,1,0,3,2,0,0,27.0443,0.0
TXN0001415,CUST01313,3442.67,IMPS,travel,5,6,68,Female,Pune,1608,30439.07,761,0,0,0,2.3,21.77,2,0,0,4,1,1,1,8.8391,0.0
TXN0001416,CUST01786,3231.52,NEFT,electronics,2,3,25,Male,Chennai,2821,38215.33,860,0,1,1,10.6,1.5,3,2,0,2,1,0,1,11.8221,0.4396
TXN0001417,CUST00751,11588.78,UPI,travel,15,0,54,Female,Ahmedabad,1506,34387.82,717,1,1,0,27.7,5.33,3,0,0,3,1,0,0,2.9671,0.2546
TXN0001418,CUST01763,176.79,NEFT,unknown,11,5,67,Male,Delhi,2291,31269.88,514,1,0,0,7.3,7.46,2,0,0,3,1,1,0,175.881,0.085
TXN0001419,CUST00365,1927.43,UPI,travel,13,0,58,Female,Chennai,2715,28737.51,782,0,1,0,37.2,2.71,2,2,0,2,1,0,0,14.902,0.2267
TXN0001420,CUST02027,4539.85,Card,healthcare,1,3,50,Male,Mumbai,1342,32626.52,496,1,0,0,19.1,1.66,1,0,0,1,2,0,1,7.1851,0.1834
TXN0001421,CUST00482,4641.84,UPI,electronics,17,0,36,Male,Kolkata,1759,21799.42,517,0,0,0,12.4,4.58,1,1,0,1,1,0,0,4.6953,0.0083
TXN0001422,CUST02249,3270.85,IMPS,unknown,6,3,47,Female,Mumbai,1945,500.0,437,0,1,0,51.8,13.01,2,1,0,1,1,0,0,0.1528,0.1799
TXN0001423,CUST00154,8455.02,ATM,grocery,4,2,31,Female,Chennai,1474,18244.06,890,0,0,0,9.4,38.26,3,0,0,4,1,0,1,2.1575,0.0388
TXN0001424,CUST01525,323.88,UPI,dining,11,1,31,Male,Delhi,1556,30464.47,779,0,0,0,67.5,44.42,3,1,0,1,3,0,0,93.7715,0.0
TXN0001425,CUST02121,8450.2,UPI,entertainment,16,5,53,Female,Pune,119,18446.71,643,0,0,1,1.5,25.03,3,1,0,3,1,1,0,2.1827,0.1891
TXN0001426,CUST02761,3413.55,NEFT,healthcare,11,4,24,Male,Delhi,2680,24305.19,591,0,0,0,0.8,14.89,4,0,1,2,2,0,0,7.1181,0.0
TXN0001427,CUST02344,717.97,Card,grocery,20,3,69,Female,Chennai,1603,22597.8,856,1,0,0,1.7,0.93,3,0,0,3,1,0,0,31.4308,0.1145
TXN0001428,CUST01041,10844.73,UPI,travel,10,6,60,Female,Delhi,1722,21477.74,635,0,0,0,1.8,0.19,2,0,0,2,1,1,0,1.9803,0.1806
TXN0001429,CUST01665,5238.11,UPI,dining,0,3,51,Male,Mumbai,2554,31845.19,821,1,0,0,5.3,0.29,2,0,0,4,1,0,1,6.0784,0.1539
TXN0001430,CUST01241,892.92,NEFT,electronics,8,2,67,Male,Mumbai,425,27118.99,653,0,0,0,10.5,1.26,3,1,0,2,1,0,0,30.3372,0.0
TXN0001431,CUST00061,171.14,Card,dining,7,6,49,Male,Ahmedabad,2280,25058.92,677,1,0,0,33.4,7.47,2,0,0,3,2,1,0,145.5729,0.0237
TXN0001432,CUST00939,760.57,UPI,electronics,13,5,59,Male,Mumbai,576,2119.52,697,0,0,0,9.9,0.22,1,1,0,1,1,1,0,2.7831,0.0588
TXN0001433,CUST01640,4692.66,Card,electronics,3,5,50,Male,Hyderabad,870,8093.94,496,0,0,0,2.7,5.27,2,0,1,2,3,1,1,1.7244,0.1291
TXN0001434,CUST02090,987.97,IMPS,grocery,10,4,72,Female,Pune,1326,30534.11,829,0,0,0,0.6,36.42,6,0,0,2,1,0,0,30.8747,0.0131
TXN0001435,CUST00025,1279.39,UPI,grocery,16,2,31,Male,Bangalore,2492,14814.42,737,0,0,0,16.3,9.88,1,0,0,1,3,0,0,11.5702,0.0225
TXN0001436,CUST01063,127.31,NEFT,healthcare,7,2,42,Female,Mumbai,2792,31721.16,563,0,0,1,5.3,11.17,1,0,0,2,1,0,0,247.2228,0.2069
TXN0001437,CUST00131,6417.44,UPI,travel,20,1,45,Female,Chennai,2959,19572.18,650,0,0,0,9.0,8.09,1,0,0,1,1,0,0,3.0494,0.0032
TXN0001438,CUST01253,8313.25,UPI,dining,0,0,59,Female,Pune,1563,19267.78,871,1,0,0,5.5,47.98,5,3,0,1,3,0,1,2.3174,0.2372
TXN0001439,CUST00108,7969.01,UPI,electronics,17,5,67,Female,Hyderabad,1210,8436.86,637,0,0,0,10.4,2.19,4,0,1,2,2,1,0,1.0586,0.0703
TXN0001440,CUST00172,682.35,NEFT,grocery,4,5,56,Female,Ahmedabad,152,23626.24,440,0,0,0,72.3,44.54,4,0,0,2,1,1,1,34.5741,0.0457
TXN0001441,CUST01459,11680.77,ATM,travel,7,4,47,Female,Chennai,1955,5171.42,528,0,0,0,72.3,7.55,5,0,0,1,2,0,0,0.4427,0.0133
TXN0001442,CUST00102,5577.96,Card,grocery,7,2,48,Male,Delhi,3607,14239.48,438,1,0,0,25.0,31.14,2,2,0,4,4,0,0,2.5524,0.0462
TXN0001443,CUST02914,11390.86,UPI,healthcare,8,6,41,Male,Ahmedabad,2568,20136.48,558,1,0,0,5.4,12.28,4,0,0,1,2,1,0,1.7676,0.069
TXN0001444,CUST02572,2963.44,UPI,unknown,17,0,68,Female,Bangalore,1238,30730.07,883,1,0,0,38.5,2.72,3,0,0,1,1,0,0,10.3662,0.0621
TXN0001445,CUST02323,2871.98,Card,healthcare,6,6,21,Male,Kolkata,1511,27306.9,529,0,1,0,0.2,19.08,2,0,0,1,1,1,0,9.5047,0.1723
TXN0001446,CUST01637,7674.82,UPI,travel,9,0,31,Male,Hyderabad,1981,24011.2,824,0,1,0,14.5,1.71,2,0,0,4,1,0,0,3.1282,0.269
TXN0001447,CUST02865,489.71,UPI,dining,20,0,26,Male,Kolkata,1901,32495.08,860,0,0,0,41.9,20.05,3,0,0,3,1,0,0,66.2205,0.0215
TXN0001448,CUST01041,3678.96,NEFT,unknown,15,5,53,Male,Delhi,3060,18553.32,659,0,0,0,10.8,0.43,4,0,0,3,1,1,0,5.0417,0.1579
TXN0001449,CUST00330,9051.17,IMPS,travel,2,6,23,Male,Delhi,2461,27595.13,378,0,1,0,5.6,1.85,1,0,0,4,1,1,1,3.0485,0.2396
TXN0001450,CUST01521,8865.45,UPI,dining,9,6,41,Female,Mumbai,1343,14274.16,618,2,0,1,19.7,5.34,2,0,0,4,2,1,0,1.6099,0.1902
TXN0001451,CUST00012,15632.95,Card,dining,7,0,43,Male,Kolkata,1690,23174.42,754,0,0,0,34.1,0.81,3,2,0,3,1,0,0,1.4823,0.2977
TXN0001452,CUST01342,5991.16,UPI,entertainment,17,1,51,Female,Chennai,905,16724.37,797,0,0,0,22.1,20.47,4,0,0,1,1,0,0,2.791,0.0
TXN0001453,CUST00216,1164.52,Card,dining,3,1,18,Female,Ahmedabad,3475,26283.97,684,0,0,0,5.8,7.21,2,0,0,1,1,0,1,22.5513,0.0755
TXN0001454,CUST00339,102.44,Card,dining,11,2,40,Male,Kolkata,1863,29101.55,358,0,0,0,2.7,11.58,3,1,0,3,1,0,0,281.3375,0.0
TXN0001455,CUST01800,3264.02,ATM,entertainment,20,0,34,Female,Delhi,624,30844.27,376,1,0,0,6.4,1.28,2,0,0,4,1,0,0,9.4469,0.0088
TXN0001456,CUST02709,3604.69,NEFT,healthcare,4,6,53,Female,Pune,536,19468.08,553,0,0,0,3.1,0.08,3,0,1,4,1,1,1,5.3993,0.1916
TXN0001457,CUST01751,1373.91,NEFT,travel,3,2,54,Male,Delhi,3111,30792.74,356,1,1,0,63.6,47.78,2,0,0,3,2,0,1,22.3962,0.3123
TXN0001458,CUST01509,665.93,UPI,entertainment,18,3,67,Female,Delhi,687,27092.31,362,1,1,0,9.2,1.87,4,0,0,4,1,0,0,40.6224,0.2364
TXN0001459,CUST02422,4411.96,UPI,grocery,18,5,62,Male,Bangalore,2661,20674.62,749,1,0,0,68.5,21.26,1,0,0,1,3,1,0,4.685,0.0781
TXN0001460,CUST00710,7225.04,NEFT,healthcare,4,1,37,Female,Hyderabad,738,21902.21,705,0,0,1,17.2,12.28,2,0,0,2,2,0,1,3.031,0.2138
TXN0001461,CUST01224,24920.53,ATM,electronics,14,1,43,Male,Kolkata,1181,32093.38,307,0,0,0,23.5,19.65,2,0,0,2,5,0,0,1.2878,0.2657
TXN0001462,CUST02514,7100.34,NEFT,travel,11,5,28,Male,Kolkata,2914,27313.83,854,1,1,0,48.1,11.07,1,0,0,3,1,1,0,3.8463,0.242
TXN0001463,CUST01113,7890.48,Card,healthcare,12,4,72,Female,Pune,788,20524.74,452,0,0,0,101.1,5.91,4,1,0,3,3,0,0,2.6009,0.0424
TXN0001464,CUST01292,4791.57,UPI,dining,5,3,37,Female,Pune,773,38986.2,759,0,0,0,59.5,9.03,3,0,0,3,2,0,1,8.1347,0.0337
TXN0001465,CUST00489,21315.94,NEFT,electronics,16,6,18,Female,Pune,236,6322.97,752,1,0,0,11.9,9.17,2,0,0,1,2,1,0,0.2966,0.3363
TXN0001466,CUST01562,5107.65,UPI,grocery,19,1,61,Female,Mumbai,2468,17380.55,326,0,0,0,23.6,2.36,1,0,1,4,1,0,0,3.4022,0.0746
TXN0001467,CUST00047,9839.62,UPI,unknown,9,6,30,Male,Hyderabad,478,16093.16,547,0,1,0,9.8,12.23,3,2,0,4,1,1,0,1.6354,0.2015
TXN0001468,CUST00778,14573.96,NEFT,grocery,13,0,53,Male,Delhi,3451,13445.74,470,0,0,1,19.9,2.31,3,0,0,1,3,0,0,0.9225,0.1155
TXN0001469,CUST01040,13286.2,Card,grocery,14,5,61,Female,Pune,690,19999.93,481,1,0,0,14.8,9.36,5,0,1,1,1,1,0,1.5052,0.0812
TXN0001470,CUST00711,2401.61,NEFT,dining,9,0,55,Male,Bangalore,2699,40807.58,865,2,0,0,0.4,13.38,2,0,0,3,1,0,0,16.9847,0.0548
TXN0001471,CUST00401,409.64,Card,dining,5,5,30,Female,Kolkata,2173,14150.63,735,0,0,0,40.2,20.02,2,0,0,3,1,1,1,34.4599,0.0612
TXN0001472,CUST01818,942.95,Card,entertainment,15,6,31,Female,Kolkata,1493,28455.04,629,0,0,0,8.8,9.41,2,0,0,4,1,1,0,30.1446,0.0127
TXN0001473,CUST00250,305.25,UPI,entertainment,1,0,29,Male,Delhi,1172,27181.11,574,1,0,0,11.9,11.44,3,0,0,1,2,0,1,88.7546,0.1224
TXN0001474,CUST00391,556.88,Card,healthcare,9,5,70,Female,Kolkata,774,37638.27,393,0,0,0,8.5,15.59,1,0,0,4,1,1,0,67.4666,0.0
TXN0001475,CUST00335,1020.7,UPI,unknown,4,6,69,Male,Chennai,1709,30483.06,505,0,0,0,13.2,5.41,2,1,0,4,1,1,1,29.8356,0.1575
TXN0001476,CUST00629,2085.87,UPI,entertainment,8,6,51,Male,Hyderabad,2330,33312.75,357,0,0,0,13.7,0.58,4,0,1,1,2,1,0,15.963,0.0994
TXN0001477,CUST00137,3921.27,UPI,grocery,18,2,44,Male,Kolkata,151,43109.44,331,0,0,0,20.0,4.21,2,0,0,3,1,0,0,10.9909,0.064
TXN0001478,CUST02931,6218.46,UPI,travel,18,1,71,Male,Mumbai,1413,17879.3,860,0,0,0,9.4,1.51,2,1,0,3,2,0,0,2.8747,0.0089
TXN0001479,CUST02736,1184.48,Card,dining,8,2,29,Male,Bangalore,921,24017.67,345,0,0,1,5.2,17.13,4,0,0,3,1,0,0,20.2599,0.1983
TXN0001480,CUST01522,5581.68,ATM,travel,15,6,55,Male,Hyderabad,1501,18227.28,488,0,0,0,10.1,20.18,4,2,1,4,2,1,0,3.265,0.0282
TXN0001481,CUST00827,6091.36,UPI,grocery,18,1,71,Male,Delhi,4,5394.98,831,0,0,0,7.8,41.58,6,1,0,4,2,0,0,0.8855,0.0
TXN0001482,CUST00727,4089.27,UPI,dining,19,4,53,Female,Ahmedabad,1883,9147.76,758,0,0,0,16.8,11.04,3,0,0,2,1,0,0,2.2365,0.0
TXN0001483,CUST01501,11697.17,UPI,healthcare,3,2,73,Male,Mumbai,3234,24647.81,326,0,0,0,25.9,7.76,2,1,0,4,1,0,1,2.107,0.1024
TXN0001484,CUST02642,588.26,Card,travel,4,1,18,Female,Bangalore,1627,14661.72,548,0,0,0,25.2,33.95,1,0,0,4,1,0,1,24.8816,0.0
TXN0001485,CUST00990,974.73,NEFT,dining,17,4,43,Male,Pune,1466,17409.0,348,0,0,0,44.4,30.24,5,0,0,1,4,0,0,17.842,0.0
TXN0001486,CUST02420,2798.9,NEFT,dining,7,6,57,Female,Ahmedabad,2824,36226.07,828,0,1,0,4.6,12.32,6,1,0,2,1,1,0,12.9383,0.1758
TXN0001487,CUST00935,677.45,Card,electronics,12,1,57,Male,Delhi,126,28342.35,430,1,0,0,14.0,17.84,2,0,0,4,1,0,0,41.7751,0.0586
TXN0001488,CUST00402,4176.97,NEFT,dining,8,3,38,Male,Delhi,116,37458.5,481,0,0,0,19.6,2.66,1,1,0,4,1,0,0,8.9657,0.016
TXN0001489,CUST01467,2540.82,IMPS,grocery,9,5,49,Male,Hyderabad,1891,30256.26,435,0,0,0,14.5,8.68,4,0,0,1,1,1,0,11.9034,0.1394
TXN0001490,CUST00615,1674.54,UPI,travel,3,2,42,Female,Ahmedabad,2588,27962.2,866,0,0,0,20.5,5.0,2,0,0,4,1,0,1,16.6885,0.101
TXN0001491,CUST01297,931.59,IMPS,entertainment,18,0,29,Female,Delhi,3209,37148.8,725,0,0,0,38.9,20.82,5,0,0,3,1,0,0,39.834,0.0335
TXN0001492,CUST01183,2042.38,UPI,entertainment,3,4,42,Male,Kolkata,3060,24374.33,620,0,0,0,1.9,26.5,1,0,1,3,1,0,1,11.9284,0.1341
TXN0001493,CUST02668,4681.95,UPI,electronics,12,4,43,Female,Delhi,2722,28768.73,304,0,0,0,9.3,6.16,5,0,1,1,1,0,0,6.1433,0.0
TXN0001494,CUST02236,4287.58,Card,grocery,22,6,53,Male,Bangalore,2235,20131.9,670,0,0,0,14.1,7.82,4,0,0,1,1,1,0,4.6943,0.0255
TXN0001495,CUST01122,893.39,Card,entertainment,16,6,33,Female,Delhi,3550,25052.22,786,0,0,0,14.8,3.15,4,0,0,1,1,1,0,28.0104,0.0231
TXN0001496,CUST00131,667.2,ATM,electronics,10,0,31,Female,Chennai,3473,20700.26,432,0,0,0,0.2,25.25,2,0,0,4,1,0,0,30.9791,0.035
TXN0001497,CUST02853,135.2,UPI,grocery,1,4,63,Male,Ahmedabad,1404,27934.12,333,0,0,0,17.2,1.79,4,0,0,1,1,0,1,205.0963,0.0743
TXN0001498,CUST01195,62.52,IMPS,travel,4,0,51,Male,Chennai,33,11703.11,300,0,0,0,23.8,29.88,3,1,0,4,1,0,1,184.2429,0.1161
TXN0001499,CUST02984,10593.43,UPI,entertainment,12,0,66,Female,Mumbai,1848,21835.58,309,0,0,0,9.9,11.52,6,1,0,4,1,0,0,2.061,0.067
TXN0001500,CUST00183,230.68,UPI,healthcare,21,1,41,Female,Pune,2877,32176.48,819,0,0,0,48.9,3.37,2,3,0,3,1,0,0,138.8833,0.1131
TXN0001501,CUST00364,6569.33,UPI,unknown,2,2,25,Female,Chennai,989,12735.49,392,1,0,0,22.8,6.66,3,0,0,3,1,0,1,1.9383,0.1144
TXN0001502,CUST00039,10278.04,Card,grocery,18,3,44,Male,Kolkata,1905,30007.88,733,1,0,0,19.9,1.29,5,0,0,2,1,0,0,2.9193,0.0072
TXN0001503,CUST02545,516.02,Card,electronics,22,4,56,Female,Kolkata,2853,34908.79,616,0,0,0,4.6,10.83,2,0,0,1,2,0,0,67.5192,0.0772
TXN0001504,CUST01373,2866.18,NEFT,dining,18,1,30,Male,Pune,2061,39350.67,848,0,0,0,79.4,19.74,3,0,1,2,1,0,0,13.7245,0.009
